scenario,threshold,precision,recall,f1,true_positive,false_positive,true_negative,false_negative,review_rate,fraud_amount_detected,fraud_amount_missed,missed_fraud_cost,false_positive_cost,total_estimated_cost,fraud_loss_multiplier,review_cost_per_transaction
medium,0.53,0.36320925189736175,0.6607495069033531,0.46875,2010,3524,82015,1032,0.062473893950169904,333620.915,163286.673,163286.673,17620.0,180906.673,1.0,5.0
medium,0.54,0.3713805342798431,0.653517422748192,0.47361524717093506,1988,3365,82174,1054,0.06043056637427891,328983.41599999997,167924.172,167924.172,16825.0,184749.172,1.0,5.0
medium,0.55,0.38018922571925085,0.6472715318869166,0.4790171511981511,1969,3210,82329,1073,0.05846626251679254,326058.4,170849.188,170849.188,16050.0,186899.188,1.0,5.0
medium,0.56,0.3897014626327389,0.6393819855358317,0.484252458608241,1945,3046,82493,1097,0.05634391122249693,320995.77,175911.818,175911.818,15230.0,191141.818,1.0,5.0
medium,0.57,0.39962593516209477,0.6321499013806706,0.48968678380443087,1923,2889,82650,1119,0.05432316185186439,314428.495,182479.093,182479.093,14445.0,196924.093,1.0,5.0
medium,0.58,0.40963855421686746,0.6259040105193951,0.4951885565669701,1904,2744,82795,1138,0.052471749020670345,308763.45199999993,188144.136,188144.136,13720.0,201864.136,1.0,5.0
medium,0.59,0.42087617344658024,0.6190006574621959,0.5010643959552954,1883,2591,82948,1159,0.05050744516318398,305353.547,191554.041,191554.041,12955.0,204509.041,1.0,5.0
medium,0.6,0.43078345273861796,0.6127547666009204,0.5059031076129733,1864,2463,83076,1178,0.048847947076686875,300906.35199999996,196001.236,196001.236,12315.0,208316.236,1.0,5.0
medium,0.61,0.4410782442748092,0.6078238001314924,0.5111971246889687,1849,2343,83196,1193,0.047323918221740556,297887.00399999996,199020.58400000003,199020.58400000003,11715.0,210735.58400000003,1.0,5.0
medium,0.62,0.45003700962250187,0.5996055226824457,0.5141649048625793,1824,2229,83310,1218,0.04575473295627731,290866.547,206041.04100000003,206041.04100000003,11145.0,217186.04100000003,1.0,5.0
medium,0.63,0.45790816326530615,0.5900723208415516,0.5156564205688021,1795,2125,83414,1247,0.044253282306589446,287220.99199999997,209686.596,209686.596,10625.0,220311.596,1.0,5.0
medium,0.64,0.4695606140815246,0.5831689677843525,0.5202346041055719,1774,2004,83535,1268,0.0426502297332385,280812.265,216095.32299999997,216095.32299999997,10020.0,226115.32299999997,1.0,5.0
medium,0.65,0.4813698630136986,0.5775805391190006,0.5251046025104602,1757,1893,83646,1285,0.04120522459669681,277532.865,219374.723,219374.723,9465.0,228839.723,1.0,5.0
medium,0.66,0.4923425978445831,0.5706771860618014,0.5286236297198539,1736,1790,83749,1306,0.03980537587067204,275366.958,221540.63,221540.63,8950.0,230490.63,1.0,5.0
medium,0.67,0.5038235294117647,0.5631163708086785,0.5318224153989445,1713,1687,83852,1329,0.03838294893938881,271473.40299999993,225434.185,225434.185,8435.0,233869.185,1.0,5.0
medium,0.68,0.5146699266503667,0.5535831689677844,0.5334178017104846,1684,1588,83951,1358,0.03693794380284711,265118.243,231789.345,231789.345,7940.0,239729.345,1.0,5.0
medium,0.69,0.5268851415844734,0.5443786982248521,0.5354890864995958,1656,1487,84052,1386,0.035481649563676186,259771.066,237136.522,237136.522,7435.0,244571.522,1.0,5.0
medium,0.7,0.535761154855643,0.5368178829717292,0.5362889983579638,1633,1415,84124,1409,0.034409184813899145,256527.77999999997,240379.808,240379.808,7075.0,247454.808,1.0,5.0
medium,0.71,0.5493150684931507,0.5272846811308349,0.5380744716538074,1604,1316,84223,1438,0.032964179677357444,250441.971,246465.617,246465.617,6580.0,253045.617,1.0,5.0
medium,0.72,0.5645334286735788,0.5190664036817882,0.5408460352800137,1579,1218,84321,1463,0.03157562005396191,243889.367,253018.221,253018.221,6090.0,259108.221,1.0,5.0
medium,0.73,0.5755448836350203,0.5121630506245891,0.5420073056183684,1558,1149,84390,1484,0.030559600817331032,240186.917,256720.67100000003,256720.67100000003,5745.0,262465.67100000003,1.0,5.0
medium,0.74,0.5869731800766284,0.5036160420775806,0.5421089879688605,1532,1078,84461,1510,0.029464557862295526,233553.807,263353.78099999996,263353.78099999996,5390.0,268743.78099999996,1.0,5.0
medium,0.75,0.5993640699523053,0.49572649572649574,0.5426412378553437,1508,1008,84531,1534,0.028403382215147717,229707.74199999997,267199.846,267199.846,5040.0,272239.846,1.0,5.0
medium,0.76,0.6108821104699094,0.48717948717948717,0.5420629114850036,1482,944,84595,1560,0.02738736297851684,224197.615,272709.973,272709.973,4720.0,277429.973,1.0,5.0
medium,0.77,0.6253229974160207,0.47731755424063116,0.5413870246085011,1452,870,84669,1590,0.02621329630507671,218378.30800000002,278529.28,278529.28,4350.0,282879.28,1.0,5.0
medium,0.78,0.6426966292134831,0.4700854700854701,0.5430036073666223,1430,795,84744,1612,0.025118253350041204,214147.137,282760.451,282760.451,3975.0,286735.451,1.0,5.0
medium,0.79,0.6559888579387186,0.46449704142011833,0.5438799076212472,1413,741,84798,1629,0.024316727063365733,209512.39,287395.198,287395.198,3705.0,291100.198,1.0,5.0
medium,0.8,0.6702179176755448,0.4549638395792242,0.542001174858038,1384,681,84858,1658,0.023311996929364084,206046.56,290861.028,290861.028,3405.0,294266.028,1.0,5.0
medium,0.81,0.686838124054463,0.4477317554240631,0.542089552238806,1362,621,84918,1680,0.02238629051376706,202214.703,294692.885,294692.885,3105.0,297797.885,1.0,5.0
medium,0.82,0.7003686150605581,0.43721236028928334,0.5383525602104837,1330,569,84970,1712,0.021438005892911574,196093.22,300814.368,300814.368,2845.0,303659.368,1.0,5.0
medium,0.83,0.7149146945514584,0.4270216962524655,0.5346779172669274,1299,518,85021,1743,0.020512299477314547,188805.81199999998,308101.776,308101.776,2590.0,310691.776,1.0,5.0
medium,0.84,0.7291428571428571,0.41946088099934253,0.5325542570951586,1276,474,85065,1766,0.019755929601156005,184738.839,312168.74899999995,312168.74899999995,2370.0,314538.74899999995,1.0,5.0
medium,0.85,0.744311377245509,0.4086127547666009,0.5275891341256367,1243,427,85112,1799,0.018852801390817443,174570.092,322337.496,322337.496,2135.0,324472.496,1.0,5.0
medium,0.86,0.7578222778473092,0.3980933596318212,0.5219827586206897,1211,387,85152,1831,0.01803998600151274,164818.142,332089.446,332089.446,1935.0,334024.446,1.0,5.0
medium,0.87,0.7731147540983606,0.3875739644970414,0.5163126779067221,1179,346,85193,1863,0.017215881509578805,157153.136,339754.452,339754.452,1730.0,341484.452,1.0,5.0
medium,0.88,0.7854223433242506,0.3790269559500329,0.5113082039911309,1153,315,85224,1889,0.01657240265971258,151872.78,345034.80799999996,345034.80799999996,1575.0,346609.80799999996,1.0,5.0
medium,0.89,0.8021201413427562,0.37310979618671924,0.5093111958716625,1135,280,85259,1907,0.015974080220363285,147688.21899999998,349219.369,349219.369,1400.0,350619.369,1.0,5.0
medium,0.9,0.8123167155425219,0.36423405654174884,0.5029505220154336,1108,256,85283,1934,0.015398335986272452,142022.12099999998,354885.467,354885.467,1280.0,356165.467,1.0,5.0
medium,0.91,0.8303501945525292,0.3507560815253123,0.4931823434250058,1067,218,85321,1975,0.014506496878563122,133258.93800000002,363648.65,363648.65,1090.0,364738.65,1.0,5.0
medium,0.92,0.8473029045643153,0.3356344510190664,0.48080998351777726,1021,184,85355,2021,0.013603368668224564,126713.53,370194.05799999996,370194.05799999996,920.0,371114.05799999996,1.0,5.0
medium,0.93,0.8630377524143986,0.3231426692965155,0.4702224348242047,983,156,85383,2059,0.012858287894695251,119433.86,377473.728,377473.728,780.0,378253.728,1.0,5.0
medium,0.94,0.8842504743833017,0.3063773833004602,0.455078125,932,122,85417,2110,0.011898714171210531,107707.31,389200.27800000005,389200.27800000005,610.0,389810.27800000005,1.0,5.0
medium,0.95,0.8947895791583166,0.2935568704799474,0.4420792079207921,893,105,85434,2149,0.011266524423973539,101977.15400000001,394930.434,394930.434,525.0,395455.434,1.0,5.0
medium,0.96,0.9069264069264069,0.2754766600920447,0.42259203227433184,838,86,85453,2204,0.01043113082941037,94930.567,401977.02099999995,401977.02099999995,430.0,402407.02099999995,1.0,5.0
medium,0.97,0.9150943396226415,0.25509533201840895,0.3989717223650386,776,72,85467,2266,0.009573159029588737,86664.444,410243.144,410243.144,360.0,410603.144,1.0,5.0
medium,0.98,0.9250334672021419,0.22715318869165024,0.3647400369490631,691,56,85483,2351,0.008432959664036305,71940.736,424966.852,424966.852,280.0,425246.852,1.0,5.0
medium,0.99,0.9306759098786829,0.1765285996055227,0.29676706272450953,537,40,85499,2505,0.006513812217066865,48737.37999999999,448170.208,448170.208,200.0,448370.208,1.0,5.0
high,0.01,0.03722340177464685,0.9970414201183432,0.07176744791358565,3033,78448,7091,9,0.9198473713324528,496656.738,250.85000000000002,250.85000000000002,784480.0,784730.85,1.0,10.0
high,0.02,0.0410460920756355,0.9947403024326101,0.07883903913292689,3026,70696,14843,16,0.8322552240322417,495810.88800000004,1096.7,1096.7,706960.0,708056.7,1.0,10.0
high,0.03,0.044962928706756375,0.9907955292570677,0.08602211915804495,3014,64019,21520,28,0.7567424165453088,494726.863,2180.725,2180.725,640190.0,642370.725,1.0,10.0
high,0.04,0.04895230330207909,0.9868507560815253,0.09327761119828483,3002,58323,27216,40,0.6923042187376526,493840.709,3066.879,3066.879,583230.0,586296.879,1.0,10.0
high,0.05,0.05286952821658422,0.980276134122288,0.10032803431743628,2982,53421,32118,60,0.6367392555965726,492411.68999999994,4495.898,4495.898,534210.0,538705.898,1.0,10.0
high,0.06,0.05652831199647894,0.9710716633793557,0.10683737499773956,2954,49303,36236,88,0.5899346360957768,490173.828,6733.76,6733.76,493030.0,499763.76,1.0,10.0
high,0.07,0.06060481042947316,0.9658119658119658,0.1140527950310559,2938,45540,39999,104,0.547273117259909,489279.571,7628.017000000001,7628.017000000001,455400.0,463028.017,1.0,10.0
high,0.08,0.06469062451504201,0.9592373438527285,0.12120708633616482,2918,42189,43350,124,0.5092175522967679,487714.39,9193.198000000002,9193.198000000002,421890.0,431083.198,1.0,10.0
high,0.09,0.06903277986583567,0.9539776462853385,0.1287488908606921,2902,39136,46403,140,0.47457129632765493,483806.093,13101.494999999999,13101.494999999999,391360.0,404461.495,1.0,10.0
high,0.1,0.07327619096065316,0.9470742932281394,0.1360277626950589,2881,36436,49103,161,0.44385364807351463,476913.327,19994.261,19994.261,364360.0,384354.261,1.0,10.0
high,0.11,0.07776902815868791,0.9414858645627876,0.14367052095613134,2864,33963,51576,178,0.41574378252672695,474894.93999999994,22012.648,22012.648,339630.0,361642.648,1.0,10.0
high,0.12,0.08244850594720046,0.9342537804076265,0.15152484538281083,2842,31628,53911,200,0.38913536762962714,472091.447,24816.141,24816.141,316280.0,341096.141,1.0,10.0
high,0.13,0.08696188479092143,0.9270216962524654,0.1590076120665351,2820,29608,55931,222,0.3660830200607354,469826.708,27080.880000000005,27080.880000000005,296080.0,323160.88,1.0,10.0
high,0.14,0.09232187541156328,0.9217619986850756,0.16783384210211288,2804,27568,57971,238,0.34287262505503435,468289.375,28618.213000000003,28618.213000000003,275680.0,304298.213,1.0,10.0
high,0.15,0.09723532906923911,0.9145299145299145,0.17578112659147632,2782,25829,59710,260,0.3229925153249568,464225.691,32681.897,32681.897,258290.0,290971.897,1.0,10.0
high,0.16,0.10229923358880373,0.908284023668639,0.18388739143456126,2763,24246,61293,279,0.30490737291292713,462993.17000000004,33914.418000000005,33914.418000000005,242460.0,276374.418,1.0,10.0
high,0.17,0.10764583578517908,0.9020381328073636,0.1923386955455087,2744,22747,62792,298,0.28777051512175295,458406.68700000003,38500.901,38500.901,227470.0,265970.901,1.0,10.0
high,0.18,0.11265092734741297,0.8925049309664694,0.2000515786759017,2715,21386,64153,327,0.2720786624671205,455590.432,41317.156,41317.156,213860.0,255177.15600000002,1.0,10.0
high,0.19,0.118248431398359,0.8859303090072321,0.2086478535206906,2695,20096,65443,347,0.25728993802282657,450823.448,46084.14,46084.14,200960.0,247044.14,1.0,10.0
high,0.2,0.12405075013891462,0.8806706114398422,0.21746895040181832,2679,18917,66622,363,0.2437994603808943,448991.48099999997,47916.106999999996,47916.106999999996,189170.0,237086.107,1.0,10.0
high,0.21,0.1296278254091972,0.8747534516765286,0.2257955027577429,2661,17867,67672,381,0.23174269877287454,447107.658,49799.93,49799.93,178670.0,228469.93,1.0,10.0
high,0.22,0.13575241223568055,0.8694937541091388,0.23483974074402914,2645,16839,68700,397,0.21995687562795632,445286.326,51621.262,51621.262,168390.0,220011.262,1.0,10.0
high,0.23,0.14189225698384395,0.8632478632478633,0.24372360666388232,2626,15881,69658,416,0.20892742235919667,443353.279,53554.308999999994,53554.308999999994,158810.0,212364.309,1.0,10.0
high,0.24,0.14711222058322931,0.8523997370151216,0.2509192955293207,2593,15033,70506,449,0.19898172294284328,436397.44200000004,60510.14599999999,60510.14599999999,150330.0,210840.146,1.0,10.0
high,0.25,0.153173517339837,0.846482577251808,0.2594066387951443,2575,14236,71303,467,0.18978110430001918,433120.502,63787.086,63787.086,142360.0,206147.086,1.0,10.0
high,0.26,0.15971177944862155,0.8379355687047995,0.2682875486790864,2549,13411,72128,493,0.18017407796254276,429519.196,67388.39199999999,67388.39199999999,134110.0,201498.392,1.0,10.0
high,0.27,0.16542141827238172,0.8297172912557528,0.27584699453551914,2524,12734,72805,518,0.1722491279168219,425392.441,71515.147,71515.147,127340.0,198855.147,1.0,10.0
high,0.28,0.17119026457920283,0.8231426692965155,0.2834342633991737,2504,12123,73416,538,0.1651257041577765,423490.861,73416.727,73416.727,121230.0,194646.727,1.0,10.0
high,0.29,0.177095968605066,0.8159105851413544,0.29102421293310665,2482,11533,74006,560,0.1582167733486865,419997.57300000003,76910.015,76910.015,115330.0,192240.015,1.0,10.0
high,0.3,0.18354241338112307,0.8080210387902695,0.29913593769015456,2458,10934,74605,584,0.15118366241067496,413179.20999999996,83728.378,83728.378,109340.0,193068.378,1.0,10.0
high,0.31,0.19023477107869902,0.8017751479289941,0.30750803757170775,2439,10382,75157,603,0.1447375848093835,410254.41500000004,86653.17300000001,86653.17300000001,103820.0,190473.173,1.0,10.0
high,0.32,0.1971153846153846,0.7952005259697568,0.3159200731356928,2419,9853,75686,623,0.13853986746593513,408788.349,88119.239,88119.239,98530.0,186649.239,1.0,10.0
high,0.33,0.2038232795242141,0.7886259040105194,0.3239265460437483,2399,9371,76168,643,0.13287273794606067,406070.892,90836.696,90836.696,93710.0,184546.696,1.0,10.0
high,0.34,0.21061978334221276,0.779750164365549,0.33165548098434006,2372,8890,76649,670,0.1271378738104108,401506.35900000005,95401.22899999999,95401.22899999999,88900.0,184301.229,1.0,10.0
high,0.35,0.21735506575291721,0.7715318869165023,0.3391618497109827,2347,8451,77088,695,0.12189973019044716,397585.341,99322.247,99322.247,84510.0,183832.247,1.0,10.0
high,0.36,0.22472018525665766,0.7656147271531887,0.3474563628226167,2329,8035,77504,713,0.11700025964936048,394593.461,102314.127,102314.127,80350.0,182664.12699999998,1.0,10.0
high,0.37,0.2316633266533066,0.760026298487837,0.35509138381201044,2312,7668,77871,730,0.11266524423973538,392915.88800000004,103991.70000000001,103991.70000000001,76680.0,180671.7,1.0,10.0
high,0.38,0.23931623931623933,0.7547666009204471,0.36340614118391895,2296,7298,78241,746,0.10830765062485183,390486.47699999996,106421.111,106421.111,72980.0,179401.111,1.0,10.0
high,0.39,0.2461738847281016,0.7455621301775148,0.3701346389228886,2268,6945,78594,774,0.10400650252311444,385675.508,111232.08,111232.08,69450.0,180682.08000000002,1.0,10.0
high,0.4,0.2521915037086986,0.73767258382643,0.3758793969849246,2244,6654,78885,798,0.10045043519490636,380546.74700000003,116360.84099999999,116360.84099999999,66540.0,182900.841,1.0,10.0
high,0.41,0.25941471376938324,0.7314266929651545,0.38299337292365954,2225,6352,79187,817,0.09682663325092289,376663.519,120244.069,120244.069,63520.0,183764.06900000002,1.0,10.0
high,0.42,0.2677641931969495,0.7271531886916502,0.3914005131381049,2212,6049,79490,830,0.09325927682008557,373998.04099999997,122909.54699999999,122909.54699999999,60490.0,183399.547,1.0,10.0
high,0.43,0.2755806654111739,0.7215647600262984,0.3988371036613064,2195,5770,79769,847,0.08991770244183289,371441.141,125466.44699999999,125466.44699999999,57700.0,183166.447,1.0,10.0
high,0.44,0.2832008340935749,0.7143326758711374,0.4055996266915539,2173,5500,80039,869,0.08662128447409716,367087.414,129820.174,129820.174,55000.0,184820.174,1.0,10.0
high,0.45,0.2911186440677966,0.7057856673241288,0.41221080925410386,2147,5228,80311,895,0.08325713189058602,361732.511,135175.077,135175.077,52280.0,187455.077,1.0,10.0
high,0.46,0.30045095828635854,0.7008547008547008,0.4205957782600118,2132,4964,80575,910,0.08010747225703028,358107.125,138800.463,138800.463,49640.0,188440.463,1.0,10.0
high,0.47,0.30871405634213983,0.6952662721893491,0.4275750530678257,2115,4736,80803,927,0.07734164211286845,354748.63800000004,142158.95,142158.95,47360.0,189518.95,1.0,10.0
high,0.48,0.3177966101694915,0.6903353057199211,0.43523316062176165,2100,4508,81031,942,0.07459839017396507,350541.738,146365.84999999998,146365.84999999998,45080.0,191445.84999999998,1.0,10.0
high,0.49,0.32615191067777954,0.6817882971729126,0.4412296564195298,2074,4285,81254,968,0.0717874036192863,345216.658,151690.93,151690.93,42850.0,194540.93,1.0,10.0
high,0.5,0.3350666233344166,0.6778435239973701,0.44845585036972596,2062,4092,81447,980,0.06947313758029375,343130.208,153777.38,153777.38,40920.0,194697.38,1.0,10.0
high,0.51,0.34202118715318647,0.6686390532544378,0.4525531204805874,2034,3913,81626,1008,0.06713629333604272,337855.583,159052.005,159052.005,39130.0,198182.005,1.0,10.0
high,0.52,0.35223517133414506,0.665680473372781,0.46069844158798773,2025,3724,81815,1017,0.06490105101545478,336852.377,160055.211,160055.211,37240.0,197295.211,1.0,10.0
high,0.53,0.36320925189736175,0.6607495069033531,0.46875,2010,3524,82015,1032,0.062473893950169904,333620.915,163286.673,163286.673,35240.0,198526.673,1.0,10.0
high,0.54,0.3713805342798431,0.653517422748192,0.47361524717093506,1988,3365,82174,1054,0.06043056637427891,328983.41599999997,167924.172,167924.172,33650.0,201574.172,1.0,10.0
high,0.55,0.38018922571925085,0.6472715318869166,0.4790171511981511,1969,3210,82329,1073,0.05846626251679254,326058.4,170849.188,170849.188,32100.0,202949.188,1.0,10.0
high,0.56,0.3897014626327389,0.6393819855358317,0.484252458608241,1945,3046,82493,1097,0.05634391122249693,320995.77,175911.818,175911.818,30460.0,206371.818,1.0,10.0
high,0.57,0.39962593516209477,0.6321499013806706,0.48968678380443087,1923,2889,82650,1119,0.05432316185186439,314428.495,182479.093,182479.093,28890.0,211369.093,1.0,10.0
high,0.58,0.40963855421686746,0.6259040105193951,0.4951885565669701,1904,2744,82795,1138,0.052471749020670345,308763.45199999993,188144.136,188144.136,27440.0,215584.136,1.0,10.0
high,0.59,0.42087617344658024,0.6190006574621959,0.5010643959552954,1883,2591,82948,1159,0.05050744516318398,305353.547,191554.041,191554.041,25910.0,217464.041,1.0,10.0
high,0.6,0.43078345273861796,0.6127547666009204,0.5059031076129733,1864,2463,83076,1178,0.048847947076686875,300906.35199999996,196001.236,196001.236,24630.0,220631.236,1.0,10.0
high,0.61,0.4410782442748092,0.6078238001314924,0.5111971246889687,1849,2343,83196,1193,0.047323918221740556,297887.00399999996,199020.58400000003,199020.58400000003,23430.0,222450.58400000003,1.0,10.0
high,0.62,0.45003700962250187,0.5996055226824457,0.5141649048625793,1824,2229,83310,1218,0.04575473295627731,290866.547,206041.04100000003,206041.04100000003,22290.0,228331.04100000003,1.0,10.0
high,0.63,0.45790816326530615,0.5900723208415516,0.5156564205688021,1795,2125,83414,1247,0.044253282306589446,287220.99199999997,209686.596,209686.596,21250.0,230936.596,1.0,10.0
high,0.64,0.4695606140815246,0.5831689677843525,0.5202346041055719,1774,2004,83535,1268,0.0426502297332385,280812.265,216095.32299999997,216095.32299999997,20040.0,236135.32299999997,1.0,10.0
high,0.65,0.4813698630136986,0.5775805391190006,0.5251046025104602,1757,1893,83646,1285,0.04120522459669681,277532.865,219374.723,219374.723,18930.0,238304.723,1.0,10.0
high,0.66,0.4923425978445831,0.5706771860618014,0.5286236297198539,1736,1790,83749,1306,0.03980537587067204,275366.958,221540.63,221540.63,17900.0,239440.63,1.0,10.0
high,0.67,0.5038235294117647,0.5631163708086785,0.5318224153989445,1713,1687,83852,1329,0.03838294893938881,271473.40299999993,225434.185,225434.185,16870.0,242304.185,1.0,10.0
high,0.68,0.5146699266503667,0.5535831689677844,0.5334178017104846,1684,1588,83951,1358,0.03693794380284711,265118.243,231789.345,231789.345,15880.0,247669.345,1.0,10.0
high,0.69,0.5268851415844734,0.5443786982248521,0.5354890864995958,1656,1487,84052,1386,0.035481649563676186,259771.066,237136.522,237136.522,14870.0,252006.522,1.0,10.0
high,0.7,0.535761154855643,0.5368178829717292,0.5362889983579638,1633,1415,84124,1409,0.034409184813899145,256527.77999999997,240379.808,240379.808,14150.0,254529.808,1.0,10.0
high,0.71,0.5493150684931507,0.5272846811308349,0.5380744716538074,1604,1316,84223,1438,0.032964179677357444,250441.971,246465.617,246465.617,13160.0,259625.617,1.0,10.0
high,0.72,0.5645334286735788,0.5190664036817882,0.5408460352800137,1579,1218,84321,1463,0.03157562005396191,243889.367,253018.221,253018.221,12180.0,265198.221,1.0,10.0
high,0.73,0.5755448836350203,0.5121630506245891,0.5420073056183684,1558,1149,84390,1484,0.030559600817331032,240186.917,256720.67100000003,256720.67100000003,11490.0,268210.67100000003,1.0,10.0
high,0.74,0.5869731800766284,0.5036160420775806,0.5421089879688605,1532,1078,84461,1510,0.029464557862295526,233553.807,263353.78099999996,263353.78099999996,10780.0,274133.78099999996,1.0,10.0
high,0.75,0.5993640699523053,0.49572649572649574,0.5426412378553437,1508,1008,84531,1534,0.028403382215147717,229707.74199999997,267199.846,267199.846,10080.0,277279.846,1.0,10.0
high,0.76,0.6108821104699094,0.48717948717948717,0.5420629114850036,1482,944,84595,1560,0.02738736297851684,224197.615,272709.973,272709.973,9440.0,282149.973,1.0,10.0
high,0.77,0.6253229974160207,0.47731755424063116,0.5413870246085011,1452,870,84669,1590,0.02621329630507671,218378.30800000002,278529.28,278529.28,8700.0,287229.28,1.0,10.0
high,0.78,0.6426966292134831,0.4700854700854701,0.5430036073666223,1430,795,84744,1612,0.025118253350041204,214147.137,282760.451,282760.451,7950.0,290710.451,1.0,10.0
high,0.79,0.6559888579387186,0.46449704142011833,0.5438799076212472,1413,741,84798,1629,0.024316727063365733,209512.39,287395.198,287395.198,7410.0,294805.198,1.0,10.0
high,0.8,0.6702179176755448,0.4549638395792242,0.542001174858038,1384,681,84858,1658,0.023311996929364084,206046.56,290861.028,290861.028,6810.0,297671.028,1.0,10.0
high,0.81,0.686838124054463,0.4477317554240631,0.542089552238806,1362,621,84918,1680,0.02238629051376706,202214.703,294692.885,294692.885,6210.0,300902.885,1.0,10.0
high,0.82,0.7003686150605581,0.43721236028928334,0.5383525602104837,1330,569,84970,1712,0.021438005892911574,196093.22,300814.368,300814.368,5690.0,306504.368,1.0,10.0
high,0.83,0.7149146945514584,0.4270216962524655,0.5346779172669274,1299,518,85021,1743,0.020512299477314547,188805.81199999998,308101.776,308101.776,5180.0,313281.776,1.0,10.0
high,0.84,0.7291428571428571,0.41946088099934253,0.5325542570951586,1276,474,85065,1766,0.019755929601156005,184738.839,312168.74899999995,312168.74899999995,4740.0,316908.74899999995,1.0,10.0
high,0.85,0.744311377245509,0.4086127547666009,0.5275891341256367,1243,427,85112,1799,0.018852801390817443,174570.092,322337.496,322337.496,4270.0,326607.496,1.0,10.0
high,0.86,0.7578222778473092,0.3980933596318212,0.5219827586206897,1211,387,85152,1831,0.01803998600151274,164818.142,332089.446,332089.446,3870.0,335959.446,1.0,10.0
high,0.87,0.7731147540983606,0.3875739644970414,0.5163126779067221,1179,346,85193,1863,0.017215881509578805,157153.136,339754.452,339754.452,3460.0,343214.452,1.0,10.0
high,0.88,0.7854223433242506,0.3790269559500329,0.5113082039911309,1153,315,85224,1889,0.01657240265971258,151872.78,345034.80799999996,345034.80799999996,3150.0,348184.80799999996,1.0,10.0
high,0.89,0.8021201413427562,0.37310979618671924,0.5093111958716625,1135,280,85259,1907,0.015974080220363285,147688.21899999998,349219.369,349219.369,2800.0,352019.369,1.0,10.0
high,0.9,0.8123167155425219,0.36423405654174884,0.5029505220154336,1108,256,85283,1934,0.015398335986272452,142022.12099999998,354885.467,354885.467,2560.0,357445.467,1.0,10.0
high,0.91,0.8303501945525292,0.3507560815253123,0.4931823434250058,1067,218,85321,1975,0.014506496878563122,133258.93800000002,363648.65,363648.65,2180.0,365828.65,1.0,10.0
high,0.92,0.8473029045643153,0.3356344510190664,0.48080998351777726,1021,184,85355,2021,0.013603368668224564,126713.53,370194.05799999996,370194.05799999996,1840.0,372034.05799999996,1.0,10.0
high,0.93,0.8630377524143986,0.3231426692965155,0.4702224348242047,983,156,85383,2059,0.012858287894695251,119433.86,377473.728,377473.728,1560.0,379033.728,1.0,10.0
high,0.94,0.8842504743833017,0.3063773833004602,0.455078125,932,122,85417,2110,0.011898714171210531,107707.31,389200.27800000005,389200.27800000005,1220.0,390420.27800000005,1.0,10.0
high,0.95,0.8947895791583166,0.2935568704799474,0.4420792079207921,893,105,85434,2149,0.011266524423973539,101977.15400000001,394930.434,394930.434,1050.0,395980.434,1.0,10.0
high,0.96,0.9069264069264069,0.2754766600920447,0.42259203227433184,838,86,85453,2204,0.01043113082941037,94930.567,401977.02099999995,401977.02099999995,860.0,402837.02099999995,1.0,10.0
high,0.97,0.9150943396226415,0.25509533201840895,0.3989717223650386,776,72,85467,2266,0.009573159029588737,86664.444,410243.144,410243.144,720.0,410963.144,1.0,10.0
high,0.98,0.9250334672021419,0.22715318869165024,0.3647400369490631,691,56,85483,2351,0.008432959664036305,71940.736,424966.852,424966.852,560.0,425526.852,1.0,10.0
high,0.99,0.9306759098786829,0.1765285996055227,0.29676706272450953,537,40,85499,2505,0.006513812217066865,48737.37999999999,448170.208,448170.208,400.0,448570.208,1.0,10.0
